ITEM-ID	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
136E-R1             	SPRING MOUNT             	                         	      	                    	FGIN	STIRLING       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	3/16/2000	      	0	0	0
137-6828            	BLOCK                    	REV 00                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	6/6/2003	      	5.1	0	0
137-8635            	BAR                      	REV 01                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	5.96	0	0
137-8637            	BRACKET ASSY             	REV 02                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	23.74	0	0
137-8639            	BRACKET ASSY             	REV 02                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	23.74	0	0
137-8869            	BRACKET-MUFFLER          	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	10.84	0	0
137030              	PLATE HYD MT             	PO9                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	E 	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
137031              	SUPPORT TANK             	PO5                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137040              	SIDE PLATE               	PO6                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137051              	GUSSET                   	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137055              	BRKT                     	PO2                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137072              	BAR                      	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137078              	PLATE                    	REV. A                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
137105              	BAR                      	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137106              	BAR                      	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137111              	BRKT                     	PO11                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137134              	PLATE                    	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137136              	PLATE                    	PO2                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/19/1991	LB    	0	5	1
137151              	SIDE PLATE               	PO6                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
137295              	CHANNEL - SUPT           	"REV ""A"", 07/08/98        "	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	7/8/1998	2/6/2003	      	0	0	0
13747               	BRACKET-UD-PTO           	REV                      	      	                    	PART	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	4/29/1997	      	0	0	0
1375-FF2            	MOUNT-COOLER             	I/R                      	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/18/1998	      	0	0	0
1376-FF2            	MOUNT-LOWER HYD COOLER   	I/R                      	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
1376-FF2-1          	BRKT                     	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
1376-FF2-2          	GUSSET                   	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
1377-FF2            	MOUNT-UPPER HYD.COOLER   	I/R                      	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
1377-FF2-1          	BRKT UPPER MOUNT         	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
1377-FF2-2          	PLATE UPPER MOUNT        	I/R                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/21/1998	      	0	0	0
138-4048            	BRACKET ASSY             	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	13.95	0	0
138-4048-1          	BRACKET A                	REV 01                   	      	                    	PART	CATERPILLER    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	12.33	0	0
138-4048-2          	GUSSET                   	REV 01                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/25/2003	      	0	0	0
138-5728            	BAR                      	REV 01                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/26/2003	      	4.34	0	0
138-7497            	BRACKET ASSY             	REV 02                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	5.37	0	0
138-7497-1          	BRACKET                  	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	3.2	0	0
138-7497-2          	BRACKET                  	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/13/2004	      	3.2	0	0
138-8968-2          	GUSSET A                 	REV 01                   	      	                    	PART	CAT            	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/9/2004	      	0	0	0
13859               	BKT CLUTCH ROD BRG       	                         	      	                    	PART	NOT PAINTED    	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/15/1994	      	0	5	1
1387-CC4            	"BUMPER-13"" W/HEAD LIGHTS "	REV D    C0682G          	      	                    	FGIN	SPARTAN        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-A          	BUMPER-SUB ASSY          	REV D   C0682G           	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-A1         	BUMPER-BRKT              	REV D  C0682G            	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-A1L        	BUMPER-BRKT LH           	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-A1R        	BUMPER-BRKT RH           	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-A2         	BUMPER-PLATE             	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-AL         	BUMPER-HEAD LAMP ASSY LH 	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-AR         	BUMPER-HEAD LAMP ASSY RH 	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-B          	BUMPER-GUSSET            	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-BL         	BUMPER- PLATE BRKT LH    	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-BR         	BUMPER-PLATE BRKT RH     	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
1387-CC4-C          	BUMPER- SUB FRAME        	REV D C0682G             	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/22/1997	      	0	0	0
139-8742            	SUPPORT ASSY             	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	10.47	0	0
139-8743            	PLATE                    	REV 01                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	4.17	0	0
