ITEM-ID	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
1430688H91          	SUPPORT WELDMENT         	WATER TANK               	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	5	1
1430693H1           	CONTROL ARM              	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	0	1
1430694H91          	CONTROL ARM WELDMENT     	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	5	1
1430701H1           	SHROUD WRAPPER           	REV A                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	0	1
1430704H1           	BRACKET-AIR CLEANER      	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	0	1
1430708H91          	FAN SHROUD WELDMENT      	REV A                    	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	5	1
1430709H1           	SHROUD PLATE             	                         	      	                    	PART	COMPONENT      	EA    	CWT   	LB    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	0	1
1430710H1           	SHIM THROTTLE CABLE      	                         	      	                    	FGIN	KOMATSU        	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/2/1993	      	0	5	1
1430718H1           	GUARD-AIR CLEANER        	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	5/7/1992	      	0	0	1
1430719H1           	TUBE-FUEL FILLER         	                         	      	                    	PART	COMPONENT      	FT    	FT    	FT    	  	                              	   	Y	 	 	 	Y	 	P	 	 	 	        	7/29/1992	      	0	0	1
1430766H1           	BRKT EHER START          	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/14/1992	      	0	5	1
1430817H1           	START AID COVER          	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/18/1992	      	0	5	1
1431156H1           	SUPPORT                  	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	6/23/1992	      	0	0	1
1431158H91          	SUPP. WELDMT             	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	6/23/1992	      	0	5	1
1431183H91          	BRKT WLDMT               	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/18/1992	      	0	5	1
1431184             	BRKT                     	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1431185             	GUSSET                   	P01                      	      	                    	PART	COMPONENT      	E     	E     	E     	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
1431186H91          	BRKT WLDMT               	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/18/1992	      	0	5	1
1431187             	BRKT                     	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	        	      	0	0	1
1431188             	PLATE                    	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	E     	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	        	      	0	0	1
1431189H91          	BRKT WLDMT               	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/18/1992	      	0	5	1
1431190             	BRKT                     	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	        	      	0	0	1
1431191             	PLATE                    	P01                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	        	      	0	0	1
1431396H1           	TUBE FUEL INTAKE         	                         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/19/1993	      	0	0	1
1432325H91          	PANEL INSTRMT (PAINTED)  	REV D (REPLACES# 141653) 	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	9/22/1993	      	0	5	1
14329-0001          	PANEL TEC                	REV-D                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	        	4/6/1993	      	0	0	1
14329-0004          	PANEL TEC MODULE BLISS   	REV 05                   	      	                    	PURC	COMPONENT      	EA    	EA    	EA    	  	TOOL AT BLISS MFG.            	   	Y	 	 	 	Y	 	M	 	 	 	1/27/1991	10/5/1993	      	0	0	0
14329-0004-1        	PANEL TEC MODULE INC.    	REV 05                   	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	10/15/1993	      	0	0	1
14330-0001          	BRKT CONN MTG ENGINE     	REV A                    	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	10/11/1989	LB    	0	5	1
1433005H1           	STEEL ROUND;THROTTLE CONT	RELEASE                  	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/3/1994	      	0	0	1
1433005H2           	R0D-THROTTLE LEVER       	REV.A                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	7/22/1999	      	0	0	0
1433006H91          	LEVER THROT CNTRL        	                         	      	                    	FGIN	KOMATSU DRESSER	EA    	EA    	EA    	  	                              	AA 	Y	 	 	 	Y	 	M	 	 	 	        	2/3/1994	      	0	5	1
1433006H92          	LEVER-THROTTLE CONTROL AY	REV.A                    	      	                    	FGIN	SIMS           	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	7/22/1999	      	0	0	0
1433062H1           	ANGLE UPPER SIDE         	                         	      	                    	FGIN	SIMS           	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/20/2000	      	0	0	0
143646              	PANEL-PLACARD MTG        	"REV ""A"",  12/06/02       "	      	                    	FGIN	MASTERRACK     	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	12/6/2002	2/6/2003	      	0	0	0
143665              	16 GA. WIRE WHITE        	REV 1                    	      	                    	PART	GROVE          	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	1/1/1996	4/4/2005	      	1.62	0	0
143725              	"COVER - STEPWELL, CHEVY  "	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
143726              	"FLOOR - FRONT, TREADPLATE"	I/R                      	      	                    	FGIN	MASTERPACK     	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
143731              	FLOOR - REAR             	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
143745              	PLATFORM - LH            	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
143746              	PLATFORM - RH            	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
1437466H1           	BRKT - AIR CLEANER       	                         	      	                    	FGIN	KOMATSU DRESSER	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	8/28/1996	      	0	0	0
143747              	CLOSEOUT - HEADER        	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
143748              	CLOSEOUT - LOWER         	I/R                      	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/6/2003	      	0	0	0
1437566H1           	LEVER-RH                 	                         	      	                    	FGIN	KOMATSU        	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	6/27/2000	      	0	0	0
143804              	PANEL-PLACARD MTG FORMED 	"REV ""A"",  12/06/02       "	      	                    	FGIN	MASTERACK      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	12/6/2002	2/6/2003	      	0	0	0
14427               	BKT                      	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	NO PAINT                      	   	Y	 	 	 	Y	 	M	 	 	 	        	5/12/1994	      	0	5	0
144283              	16 GA WIRE BLACK         	REV IR                   	      	                    	PART	GROVE          	EA    	EA    	EA    	IR	                              	   	Y	Y	N	N	Y	N	M	N	N	N	1/4/1989	4/4/2005	      	1.59	0	0
144606              	16 GA. WIRE RED          	REV 1                    	      	                    	PART	GROVE          	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	2/4/1993	4/4/2005	      	1.59	0	0
144613              	16 GA WIRE GREEN         	REV IR                   	      	                    	PART	GROVE          	EA    	EA    	EA    	IR	                              	   	Y	Y	N	N	Y	N	M	N	N	N	5/4/1992	4/4/2005	      	1.59	0	0
145-8863            	PLATE                    	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	LB    	5.37	0	5.54
145-P35             	"MOTOR MOUNT, SD-190      "	NO REVISIONS             	      	                    	FGIN	STIRLING       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/14/2000	      	0	0	0
145-R1              	MOTOR MOUNT              	REV.1                    	      	                    	FGIN	STIRLING       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	3/16/2000	      	0	0	0
145331              	SPADE-TERM-F-HS          	REV 1                    	      	                    	PURC	TERMINAL       	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	4/5/2005	      	0	0	0
