ITEM-ID	WHSE-CD	LAST-ACT-DT	LAST-ORD-DT	LAST-SHIP-DT	LAST-RCPT-DT	LST-TRAN-DT	LST-ADJ-DT	ECON-ORD-QTY	SHP-LEAD-TM	VEND-LD-TM	STD-COST	AVG-COST	LST-RCPT-CST	ON HAND	REL-QTY	BO-QTY	FUT-QTY	ON-ORD-QTY	MTD-RCPT	MTD-SALES	MTD-ADJ	MTD-TRAN	MTD-BOOKED	YTD-BO	QTD-PUR	PQ-PUR	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
1ARE0158																											BRKT	REV. B			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/9/1994		0	0	1
1B0812	1	1/4/2005		3/27/2003	2/14/2003			0	0	0	3.54	1.93	3.83	1	0	0	0	0	0	0	0	0	0	0	0	0	MEMBER-BAR BLANK BEND ROD	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1BD0157																											FLANGE PLATE	PO1			PART	COMPONENT	EA	CWT	LB				Y				N		M				6/5/1963		LB	0	0	1
1BFK0158																											BKT				FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/22/1988		LB	0	5	1
1BH0801																											MEMBER	A			PART	COMPONENT	EA	EA	EA				Y				N		P				3/19/1979	11/10/1989	LB	0	0	1
1C0116																											SPACER	B			PART	COMPONENT	EA	EA	EA				Y				N		M				6/13/1967		LB	0	0	1
1CJ0506																											MEMBER PLATE	P01			PART	COMPONENT	EA	EA	EA				Y				N		M					2/13/1990	LB	0	0	1
1CR0524																											MEMBER PLATE	A			PART	COMPONENT	EA	CWT	LB				Y				N		M				8/7/1972	2/13/1990	LB	0	0	1
1DET321578																											CARTRIDGE STRAP	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321579																											GUIDE ROD	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321580																											SPRING RETAINER	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321582																											Z RAIL	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321583																											STOP, CASTER LOCK        	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321585																											CENTER TUBE,SQ.RIGHT HAND	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321586																											CENTER TUBE,SQ.LEFT HAND 	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321587																											HORIZONAL TUBE-SQUARE	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321588																											HORIZONTAL ANGLE	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321593																											BUMPER MOUNTING PLATE	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321594																											MOUNTING TUBE-CASTER LOCK	REV AA 04/25/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/19/2000		0	0	0
1DET321598																											TOW BAR MOUNTING BRACKET	REV AA ,04/25/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/25/2000	7/18/2000		0	0	0
1DET321599																											SPRING ANCHOR BAR	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321600																											END PLATE	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321602																											CAM FOLLOWER TAB	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321603																											TUBE,RETRACTER MOUNT     	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321604																											SPRING BAR	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321605																											UPPER CARTRIDGE MOUNT	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321606																											TUBE,CARTRIDGE STRAP     	REV AA 06/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321607																											CARTRIDGE BIN	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/27/2000		0	0	0
1DET321609																											BUMPER BRACKET, R.H.     	REV AA ,04/26/00         			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321609LH																											BUMPER BRACKET, L.H.     	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321609RH																											BUMPER BRACKET, R.H.     	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321610																											BUMPER STRAP	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321611																											LEVER - CASTER LOCK	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321614																											STIFFENER	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321615																											CAM FOLLOWER TRACK	REV AA , 04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321616																											CAM FOLLOWER TRACK BRKT.	REV AA , 04/26/00       			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321617																											CROSS TUBE	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DET321618																											TUBE,GUIDE BUSHING       	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1DM9503																											MEMBER PLATE	REV D			PART	COMPONENT	EA	EA	EA				Y				Y		M					4/24/1997		0	0	0
1DN0409																											PIPE COUPLING	P/N  1029			PART	COMPONENT	EA	EA	EA				Y				N		P				6/12/1992	12/15/1989	LB	1.31	0	1
1DP0409																											PIPE COUPLING	P/N 1028			PART	COMPONENT	EA	EA	EA				Y				N		P				6/12/1992	12/15/1989	LB	1.63	0	1
1DR0385																											ROD,BATT-HOLDOWN         	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					6/17/1997		0	0	0
1DT0110																											MEMBER-BAR				PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		3/22/2000		0	0	0
1E																											BREAKER BOX	I/R VOISARD PRINT			FGIN	ABC	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1EBASE																											BASE	I/R VOISARD PRINT			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1EHINGE																											HINGE	I/R			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1ELID																											LID	I/R VOISARD PRINT			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1F0750																											3/8-16 WELDNUT(LONG PILOT	.531 MAX PILOT			PURC	CAT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	9/12/1984	10/27/2003		0	0	0
1FAR0158																											BRKT,HEADLAMP HARNESS    	REV C1			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1FC0505																											MEMBER,PLATE             	REV. A			PART	COMPONENT	EA	EA	EA				Y				Y		M					6/30/1999		0	0	0
1FC9501																											PLATE				PART	COMPONENT	EA	CWT	LB				Y				N		M					5/22/1991		0	0	1
1FP0505																											MEMBER PLATE	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					12/8/1994		0	0	0
1FR0505																											HOT ROLLED PLATE	5/8X7.625X14.00			PART	COMPONENT	EA	EA	EA				Y				N		P					2/13/1990	LB	0	0	1
1G																											TRAY	I/R VOISARD PRINT			FGIN	ABC	EA	EA	EA				Y				Y		M					3/11/1998		0	0	0
1H7262																											LUG	REV 1			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		11/6/2002		0.69	0	0
1H7263																											LUG	REV 2			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		11/6/2002		0.64	0	0
1IFSHIELD-BKT2																											BRACKET LOWER	NR			PART	MALONE	EA	EA	EA				Y				Y		M					9/30/1999		0	0	0
1JN9502																											PLATE	F			PART	COMPONENT	EA	CWT	LB				Y				N		M				6/17/1969		LB	0	0	1
1KAA0539-11																											MEMBER ANGLE	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1KAA0539-18																											MEMBER ANGLE	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1KAA0539-22																											MEMBER ANGLE	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1L0712																											MEMBER,PLATE             	REV.C2			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		3/22/2000		0	0	0
1M0812	1	1/4/2005		3/27/2003	2/25/2003			0	0	0	4.6	0.38	0.75	1	0	0	0	0	0	0	0	0	0	0	0	0	MEMBER-BAR BLANK BENT ROD	REV A4			PART	COMPONENT	EA	EA	EA				Y				Y		M					3/20/1998		0	0	0
1MBL																											LEFT MOUNT	I/R VOISARD PRINT			FGIN	ABC	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1MBR																											RIGHT MOUNT	I/R VOISARD PRINT			FGIN	ABC	EA	EA	EA				Y				Y		M					3/10/1998		0	0	0
1ME9523																											MEMBER PLATE				PART	COMPONENT	EA	EA	EA				Y				Y		M					6/26/1995		0	0	0
1SK0504																											MEMBER PLATE	REV C3			PART	COMPONENT	EA	EA	EA				Y				Y		M					12/8/1994		0	0	0
1WLD321574																											FRAME WELDMENT	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/19/2000		0	0	0
1WLD321575																											BUMPER WELDMENT	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1WLD321576																											CAM FOLLOWER TRACK WELDME	REV AA ,04/26/00        			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1WLD321577																											CARTRIDGE SHELF WELDMENT	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/18/2000		0	0	0
1WLD321612																											ACUATING ROD WELDMENT	REV AA 04/26/00			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/26/2000	7/19/2000		0	0	0
2 OF 6 SCREEN																											A.R.E. SCREEN SHAPE				FGIN	A.R.E.	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/11/2001		0	0	0
2' X 2' SCREEN																											TO BE PAINTED				FGIN	A.R.E.	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N				0	0	0
2-23S1																															PART	NORTON	E	E	E				Y				Y		M							0	0	0
20-1002-4																											HOLDER-SPRING				PART	COMPONENT	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1004-1																											JACK (UNIVERSAL)				PART	COMPONENT	EA	EA	EA				Y				N		P					2/8/1991	LB	0	0	1
20-1004-2																											STOP-BLOCK				FGIN	FINISHED GOODS	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1004-3																											PLATE-JACK				FGIN	FINISHED GOODS	EA	CWT	LB				Y				N		M					2/8/1991	LB	0	0	1
20-1004-4																											HOOK-JACK				FGIN	FINISHED GOODS	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1004-5																											BASE PLATE-JACK				PART	COMPONENT	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1004-6																											CAP-JACK END				PART	COMPONENT	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1006																											BRACKET-PULLEY				PART	COMPONENT	EA	EA	EA				Y				N		M					2/8/1991	LB	0	0	1
20-1007																											HANDLE-JACK				FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M					2/8/1991	LB	0	5	1
20-1023-1																											PULLEY BRKT				FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M					12/5/1991		0	5	1
20-1023-3																											STUD (MODIFIED)				PART	COMPONENT	EA	EA	EA				Y				Y		M					7/10/1991		0	0	1
20-1037																											LEVER-PULL				PART	COMPONENT	EA	EA	EA				Y				Y		M					2/8/1991	LB	0	5	1
200-1046																											PLATE	REV 00			PART	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/26/2003		3.3	0	0
200-3378																											BRACKET ASSY	REV 00			FGIN	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		7.09	0	0
200-3403	1	1/4/2005		3/4/2004	2/12/2004			0	0	0	0.47	0.53	0	87	0	0	0	0	0	0	0	0	0	0	0	0	STRIP	REV 00			PART	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		0.47	0	0
200-3421																											BRACKET ASSY	REV 00			FGIN	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		7.09	0	0
200-5254	1	1/4/2005	10/15/2003		3/9/2004			0	0	0	13.69	1.77	3.53	38	0	0	0	0	0	0	0	0	0	0	0	0	BRACKET ASSY	REV 00			FGIN	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		13.69	0	0
200-5255																											BRACKET	REV 01			PART	CATERPILLAR	EA	EA	EA	1			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		4.2	0	0
200-5256																											GUSSET	REV 00			PART	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/29/2003		1.43	0	0
200-6474																											BRACKET	REV 00			PART	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/30/2003		3.39	0	0
200-6475																											GUSSET	REV 00			PART	CATERPILLAR	EA	EA	EA	0			Y	Y	N	N	Y	N	M	N	N	N		9/30/2003		0.81	0	0
2000061C1																											SUPPORT AIR TANK MTG				FGIN	NAVISTAR	EA	EA	EA			OS	Y				Y		M					9/23/1991		0	5	1
2000165C1																											BRKT,REMOTE GOV.MTG.     	REV A.			FGIN	NAVISTAR	EA	EA	EA				Y				Y		M					2/19/1999		0	0	0
200023S																											CONSOLE	SERVICE			FGIN	GROVE	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		11/24/2004		148.63	0	0
2000355C2	1	1/4/2005	1/15/2001	1/29/2001	1/26/2001			0	14	0	14.94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ANGLE,SUPT BATT BOX      				FGIN	NAVISTAR	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		1/15/2001		14.94	0	0
20005-0005																											SURGE TANK SUPT AY	PO 2			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M						LB	0	5	1
20005-0006																											SUPT W/A SURGE TANK	P 04			FGIN	VOLVO	EA	EA	EA		BLKT CANC ON 7/02/93		Y				Y		M				2/26/1992	12/10/1991		0	4.09	1
20005-0007																											SUPT W/A SURGE TANK	P 04			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M				5/12/1992	5/30/1991		0	5	1
20005-0009																											SURGE TANK SUPT AY	REV C			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M						LB	0	5	1
20005-0012																											SUPPORT				FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20005-3215																											SUPT RH	PO1			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M				6/24/1983		LB	0	5	1
20005-3223																											SUPPORT ASSY	PO4			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
2000533C1																											BRKT FLASHER MTG				FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M					11/7/1991		0	5	1
20006-0003																											SUPPORT	P04  NO2099			PART	COMPONENT	EA	EA	EA				Y				Y		M				3/18/1993			0	0	1
20006-0004																											BRKT SURGE TANK	P 04			PART	COMPONENT	EA	EA	EA				Y				N		M				2/26/1992	12/10/1991		0	0	1
20006-0005																											SUPT SURGE TANK	P 02			PART	COMPONENT	EA	EA	EA				Y				N		M					5/30/1991		0	0	1
20006-0006																											SUPPORT - SURGE TANK	P 02			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M					10/12/1992		0	5	1
20006-0007																											SUPPORT-SURGE TANK				PART	COMPONENT	EA	EA	EA				Y				N		M					1/19/1991	LB	0	0	1
20006-0010																											SUPPORT-SURGE TANK	P04			FGIN	FINISHED GOODS	EA	EA	EA		BLKT CANCELLED ON 12/09/91		Y				Y		M						LB	0	5	1
20006-0011																											SUPPORT-SURGE TANK	P05			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M						LB	0	5	1
20006-0012																											SUPPORT-SURGE TANK	P03			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M						LB	0	5	1
20006-3214																											SUPT SURGE TANK				PART	COMPONENT	EA	EA	EA				Y				N		M					1/18/1989	LB	0	0	1
20006-3215																											SUPT SURGE TANK	REV 3			PART	COMPONENT	EA	EA	EA				Y				N		M					1/18/1989	LB	0	0	1
200064	1	6/28/2005	6/14/2005	4/4/2005	3/24/2005			0	96	0	41.35	1	2	0	0	0	88	78	0	0	0	0	59	0	0	1336.26
200064S	1	6/27/2005	6/27/2005					0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	14	0	0	0	ANCHOR ASSY  SERVICE	REV D			FGIN	GROVE	EA	EA	EA	D			Y	Y	N	N	Y	N	M	N	N	N				0	0	0
2000834C1																											GUSSET TORQUE ROD				PART	COMPONENT	EA	EA	EA				Y				N		M					10/4/1991		0	0	1
2000835C1																											PLATE TRQ ROD				PART	COMPONENT	EA	CWT	LB				Y				N		M					10/4/1991		0	0	1
2000968C1																											CROSSMEMBER AIR				FGIN	NAVISTAR	EA	EA	EA			NAV	Y				Y		M					1/4/1992		0	5	1
20010-3201																											BRK RADIATOR SUPPORT	REV 3			PART	COMPONENT	EA	EA	EA				Y				N		M					1/18/1989	LB	0	0	1
20010-3204																											BRKT RAD SUPT LH	P 02			PART	COMPONENT	EA	EA	EA				Y				N		M					2/19/1992		0	0	1
20010-3205																											BRKT RAD SUPT RH	P 02			PART	COMPONENT	EA	EA	EA				Y				N		M					2/19/1992		0	0	1
20010-3207	1	1/4/2005		2/24/2003	2/7/2003			0	0	0	5.89	0.05	0.63	1	0	0	0	0	0	0	0	0	0	0	0	0	BRKT RAD SUPT	P 02			PART	COMPONENT	EA	EA	EA				Y				N		M					2/19/1992		0	0	1
20010-3208																											BRKT RAD SUPT	P 02			PART	COMPONENT	EA	EA	EA				Y				N		M					2/19/1992		0	0	1
20010-3209																											BRKT-RADIATOR SUPT				PART	COMPONENT	EA	EA	EA				Y				N		M					1/19/1989	LB	0	0	1
20010-3210																											BRKT RAD SUPPORT				PART	COMPONENT	EA	EA	EA				Y				N		M					1/19/1989	LB	0	0	1
2001039C1																											BAR, GUSSET              				PART	COMPONENT	EA	EA	EA				Y				Y		M				4/7/1992	4/7/1992		0	0	1
2001040C1																											GUSSET				PART	COMPONENT	EA	EA	EA			NAV	Y				N		M					1/11/1992		0	0	1
2001041C1																											GUSSET				PART	COMPONENT	EA	EA	EA			NAV	Y				N		M					1/13/1992		0	0	1
2001042C1																											ANGLE, ASSY SUPPORT      				PART	COMPONENT	EA	EA	EA				Y				Y		M				4/7/1992	4/7/1992		0	0	1
2001043C1																											ANGLE ASSY SUPPORT				FGIN	NAVISTAR	EA	EA	EA				Y				Y		M					3/20/1992		0	5	1
2001051C1																											BRKT SUPT				PART	COMPONENT	EA	EA	EA			NAV	Y				N		M					1/11/1992		0	0	1
2001052C1																											BRKT SUPT				PART	COMPONENT	EA	EA	EA			NAV	Y				N		M					1/13/1992		0	0	1
2001054C1																											PLATE				PART	COMPONENT	EA	CWT	LB			NAV	Y				N		M					1/11/1992		0	0	1
20012-0009																											GUSSET	REV A			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20012-0010																											GUSSET	REV A			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20012-3202	1	1/4/2005		9/16/2004	7/26/2000	11/10/1999	4/24/2000	0	0	0	2.39	0.27	0.54	6	0	0	0	0	0	0	0	0	0	0	0	0	BRACKET LH	P03  ENO# N98906			PART	COMPONENT	EA	EA	EA			OS	Y				N		M				6/3/1991		LB	0	0	1
20012-3203	1	1/4/2005		9/16/2004	8/21/2000	10/18/1999	4/28/2000	0	0	0	2.39	0.12	0.07	21	0	0	0	0	0	0	0	0	0	0	0	0	BRACKET RH	P03  ENO# N98906			PART	COMPONENT	EA	EA	EA			OS	Y				N		M				6/3/1991		LB	0	0	1
20012-3206																											BKT	PO2			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M				10/30/1986		LB	0	5	1
20012-3802	1	1/4/2005	9/9/2004	9/21/2004	9/17/2004			0	12	0	15.37	6.88	16	1	0	0	0	0	0	0	0	0	0	0	0	0	RAD BRKT	REV02;N68660;EOQ 95 PCS			FGIN	FINISHED GOODS	EA	EA	EA			PAN	Y				Y		M					5/10/1990	LB	15.37	4.09	1
20012-3803																											BRKT RAD	REV02;N68660; 1 PC MIN			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M					5/10/1990	LB	48.41	0	1
20013-0003																											BKT AY RAD SUPT	PO8			FGIN	VOLVO	EA	EA	EA				Y				Y		M				7/2/1990		LB	22.22	4.09	1
20013-0023																											BRKT. AY. RAD. SUPT	PO2  (EOQ 254PCS)			FGIN	FINISHED GOODS	EA	EA	EA		ENO G00616	AA	Y				Y		M				6/1/1993	4/26/1991	LB	13.58	4.09	1
20013-3204																											BRKT ASSY	PO1			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20013-3209																											BRKT W/A RAD SUPT LH	REV 04;R02147; 10 PC MIN			FGIN	VOLVO	EA	EA	EA			496	Y				Y		M				1/29/1994	2/19/1992		17.29	4.09	1
20013-3210																											BRKT W/A RAD SUPT RH	REV 04;R02147;EOQ 123 PCS			FGIN	VOLVO	EA	EA	EA			496	Y				Y		M					2/19/1992		17.29	4.09	1
20013-3214																											BRKT ASSY	PO1			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20013-3219																											BRKT-RAD.SUPT LH.SHOWN	1			FGIN	VOLVO	EA	EA	EA				Y				Y		M					1/15/1999		0	0	0
20013-3220																											BRKT-RAD.SUPT RH OPPOSITE	1			FGIN	VOLVO	EA	EA	EA				Y				Y		M					1/15/1999		0	0	0
20013-3822																											BRKT ASSY	PO4  ABC			FGIN	FINISHED GOODS	EA	EA	EA			ABC	Y			N	Y		M				11/14/1989		LB	25.7	4.09	1
20013-3822 #1																											PLATE	REV 4			PART	COMPONENT	EA	CWT	LB				Y				N		M					1/19/1989	LB	0	0	1
20013-3822 #2																											BRKT	REV 4			PART	COMPONENT	EA	EA	EA				Y				N		M					1/19/1989	LB	0	0	1
20013-3823																											BKT AY RAD SUPT	PO3			FGIN	FINISHED GOODS	EA	EA	EA				Y				Y		M				12/8/1987		LB	0	5	1
20013-3826																											SUPPORT ASSY	REV 3			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
2001325C1																											PLATE				PART	COMPONENT	EA	CWT	LB			NAV	Y				N		M					2/14/1992		0	0	1
2001328C1																											SPACER				PART	COMPONENT	EA	EA	EA			NAV	Y				N		M					2/15/1992		0	0	1
20014-0006																											BRACKET RAD SUPT	PO6			PART	COMPONENT	EA	EA	EA				Y				N		M				4/19/1989	4/20/1989	LB	0	0	1
20014-0022																											BRACKET-RAD SUPT XMBR LH	REV A  513208			PART	COMPONENT	EA	EA	EA		CHANGED TO P/N 3083582		Y				N		M					11/26/1991		0	0	1
20014-0023																											BRACKET-RAD SUPT XMBR RH	P01   505784			PART	COMPONENT	EA	EA	EA		CHANGED P/N 3083583		Y				N		M					8/18/1993		0	0	1
20014-0039																											BRKT LH	B			FGIN	FINISHED GOODS	EA	EA	EA				Y			N	Y		M				11/10/1988		LB	0	5	1
20014-0042																											BKT	PO1			PART	COMPONENT	EA	EA	EA				Y				N		M				6/22/1977		LB	0	0	1
20014-0047																											BKT	A			PART	COMPONENT	EA	EA	EA				Y				N		M				5/5/1980		LB	0	0	1
20014-0048																											BRKT-RAD SUPT	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M				3/19/1993			0	0	1
20014-3206	1	1/4/2005	8/6/1991	10/2/2003	5/16/2000		4/17/2001	0	0	1	4.02	0.05	1.8	48	0	0	0	0	0	0	0	0	0	0	0	0	SUPPORT	PO1			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/19/1989	LB	0	5	1
20014-3206-59																											SUPPORT	P O1			PART	COMPONENT	EA	EA	EA				Y				N		M					6/3/1994		0	0	0
20014-3206RM																											HP SHEARED PLATE ASTM-A36	.250X7.875X(9.455)			PART	COMPONENT	EA	EA	EA				Y				N		P					2/13/1992		0	0	1
20014-3810																											PLATE	REV 3			PART	COMPONENT	EA	CWT	LB				Y				N		M					1/19/1989	LB	0	0	1
